Y,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50
1,0,45,1,55,0,1,1,20000,0,0,175,1,3,1,4,5,7,4,0,0,0,0,30000,2,0,1,0,0,1,0,30000,1,1,100,100,100,100,100,100,100,100,100,10000,1,0,0,1,0 ,0,1
0,1,47,1,47,0,1,1,10000,0,0,140,1,3,1,2,3,3,2,1,1,0,0,40000,2,-1,1,0,0,1,-1,20000,1,1,98,98,98,98,98,98,98,98,98,25000,1,0,0,0,0 ,0,1
0,1,47,0,26,0,1,1,60000,0,0,128,1,2,1,2,1,10,1,1,0,0,0,60000,3,-1,1,0,0,1,-1,100000,1,1,100,60,30,80,80,100,30,100,100,0,1,0,0,3,0 ,0,1
0,1,44,0,51,0,1,2,100000,0,0,197,1,2,1,2,5,5,7,1,1,1,0,150000,2,1,2,0,0,1,-1,300000,1,0,70,60,80,70,80,80,50,80,70,50000,2,0,2,1,0 ,0,1
0,0,46,1,49,0,0,1,0,0,0,160,1,3,1,3,3,5,1,1,1,0,0,30000,3,0,1,0,0,1,0,50000,1,0,70,60,60,60,60,60,30,60,80,30000,1,0,0,1,0 ,0,1
1,0,46,1,30,0,1,1,5600,0,0,120,1,1,1,2,6,8,1,1,0,0,1,38000,5,0,1,0,0,1,-1,100000,1,1,100,80,60,50,50,60,70,50,50,20000,1,0,0,1,0 ,0,1
0,1,46,0,38,0,1,2,60000,1,0,120,1,2,1,2,6,8,4,1,0,0,0,60000,3,0,1,0,0,1,0,60000,1,1,79,76,78,76,79,75,73,72,70,0,1,0,0,4,0 ,0,4
1,1,44,0,44,0,1,1,50000,0,0,80,1,3,1,1,4,5,3,1,0,0,0,50000,3,-1,1,0,0,1,0,100000,1,1,90,80,60,90,90,90,90,80,80,0,1,0,0,1,0 ,0,1
1,1,47,0,42,0,1,1,50000,0,0,88,1,3,1,2,6,7,4,1,1,0,0,100000,6,0,2,0,0,1,0,80000,0,0,80,70,60,60,60,60,60,70,60,20000,1,0,0,3,0 ,0,0
1,1,47,1,47,0,1,1,20000,0,0,99,1,1,1,2,5,6,4,1,0,0,0,60000,2,0,1,0,0,1,0,100000,1,1,90,90,90,80,80,80,80,80,80,40000,1,0,0,1,0 ,0,1
1,0,46,0,51,0,1,1,20000,1,2,120,1,2,1,3,5,7,3,1,1,0,0,30000,3,0,2,0,0,1,0,80000,1,0,78,87,76,75,74,78,79,80,87,10000,1,0,0,1,0 ,0,1
0,0,44,0,46,0,1,1,40000,0,0,400,1,1,1,2,5,5,5,1,1,0,0,50000,5,-1,1,0,0,1,-1,60000,1,1,70,70,70,70,60,70,70,70,80,0,1,0,0,1,0 ,0,1
0,0,46,1,54,0,1,1,1500,0,0,70,0,3,1,3,5,8,1,1,1,0,0,18000,5,-1,1,0,0,1,-1,30000,1,1,50,80,80,50,50,70,70,50,0,11000,1,0,2,1,0 ,0,1
1,0,46,0,44,0,1,1,30000,0,0,123,0,1,0,4,2,3,1,1,0,0,0,40000,5,-2,1,0,0,1,-1,50000,1,1,90,80,70,70,65,65,70,80,80,10000,1,0,0,1,0 ,0,1
0,0,45,0,61,0,1,1,10000,0,0,181,1,3,1,3,5,5,5,1,1,0,0,20000,2,0,1,0,0,1,0,100000,1,1,80,70,80,80,80,80,70,80,80,10000,1,0,0,1,0 ,0,1
1,0,45,1,28,0,1,1,30000,0,0,80,1,1,1,1,3,5,1,1,0,0,0,60000,5,0,1,0,0,1,0,100000,1,1,60,60,60,60,60,60,60,60,60,30000,1,0,0,1,0 ,0,1
1,0,46,1,51,0,1,1,30000,0,0,100,1,2,1,2,4,6,2,1,0,0,0,60000,3,1,1,0,0,1,0,50000,0,1,60,60,60,70,60,70,40,60,60,30000,1,0,0,1,0 ,0,1
1,0,44,0,56,0,0,1,18000,0,0,500,1,3,1,1,3,1,1,1,1,0,0,30000,4,0,1,0,0,1,0,100000,0,0,40,60,50,40,30,20,20,30,30,0,1,0,0,1,0 ,0,1
0,0,47,0,45,0,1,1,20000,0,0,100,0,3,1,2,4,5,1,1,0,0,0,20000,2,-1,1,0,0,1,0,30000,1,1,80,80,80,80,80,80,80,60,70,0,1,0,0,1,0 ,0,1
1,1,46,1,50,0,1,1,24000,0,0,90,1,1,1,2,3,4,1,1,1,0,0,48000,3,-1,1,1,0,1,0,36000,1,0,80,80,70,70,90,80,80,80,70,24000,2,0,0,3,0 ,0,1
0,0,46,0,48,0,1,2,50000,1,2,210,1,2,1,2,6,6,4,1,1,1,1,100000,4,0,2,1,0,1,0,100000,1,1,90,80,90,96,90,90,90,95,96,40000,1,0,0,0,0 ,0,1
0,0,46,1,78,0,1,1,0,0,0,120,1,1,1,2,4,5,3,1,1,0,0,4800,2,-1,2,0,0,1,-1,30000,1,1,80,70,80,80,80,80,60,70,90,0,1,0,0,1,0 ,0,1
1,0,45,0,52,0,1,1,20000,0,0,100,0,1,1,2,6,5,7,1,1,0,0,30000,2,0,1,0,0,1,0,30000,1,0,100,100,100,100,100,100,100,100,100,10000,1,0,0,1,0 ,0,1
1,0,45,1,57,0,1,1,0,0,0,180,0,3,1,2,5,7,4,1,0,0,0,40000,5,0,1,0,0,1,0,100000,1,1,100,100,100,100,100,100,100,100,100,0,1,0,2,2,0 ,0,1
0,0,47,0,55,0,1,1,50000,0,0,200,1,0,1,2,7,8,1,1,0,0,0,50000,2,0,1,1,0,1,0,1000000,1,1,80,60,70,70,70,70,70,60,80,0,1,0,0,0,0 ,0,1
0,0,46,1,39,0,1,1,30000,0,0,350,1,2,1,2,5,6,5,1,0,0,0,100000,6,0,2,0,0,1,0,100000,1,1,88,70,77,76,65,66,64,60,65,60000,1,0,0,3,0 ,0,1
1,0,46,1,54,0,1,1,0,0,0,150,1,1,1,4,6,7,3,1,1,0,0,36000,3,0,1,0,0,1,0,10000,1,1,87,78,85,80,84,86,77,80,76,10000,1,0,0,1,0 ,0,1
1,0,46,1,56,0,1,1,3000,0,0,200,1,1,1,4,4,5,5,1,0,0,0,3000,2,0,1,0,0,1,0,50000,1,1,60,60,80,70,70,70,70,50,80,3000,1,0,0,1,0 ,0,1
1,1,27,0,43,1,1,1,50000,1,0,140,1,1,1,1,5,5,3,1,1,0,0,80000,3,0,0,1,0,2,0,50000,1,0,80,60,60,70,70,70,70,70,70,30000,1,0,0,3,0 ,2,3
0,0,26,1,32,0,1,1,10000,0,0,167,1,2,1,2,4,7,9,1,0,0,0,40000,5,-1,1,1,0,1,-1,20000,0,1,70,80,90,70,80,60,70,70,80,15000,1,0,0,1,0 ,0,1
0,1,27,1,38,0,1,1,60000,0,0,95,1,3,1,2,8,10,1,1,1,0,0,150000,4,1,1,1,0,1,1,100000,1,1,100,91,60,80,80,80,90,80,90,90000,1,0,0,1,0 ,0,1
0,1,27,0,54,0,1,1,6000,0,0,80,1,1,0,2,2,2,3,1,0,0,0,6000,2,-2,1,0,0,1,-1,20000,1,1,80,80,70,80,70,70,70,60,70,0,1,0,0,1,0 ,0,1
0,1,27,0,27,0,1,2,20000,0,0,300,1,1,1,2,5,7,5,1,1,0,0,35000,2,0,0,0,0,1,0,40000,1,0,90,90,80,80,80,90,90,90,90,15000,2,0,0,1,0 ,0,1
1,1,27,0,29,0,1,2,36000,0,0,120,1,2,1,2,4,5,1,1,1,0,0,90000,3,0,1,0,0,1,-1,100000,0,0,50,50,50,50,60,60,70,50,80,54000,2,0,0,1,0 ,0,1
1,1,27,1,35,0,1,1,20000,0,0,75,1,2,1,2,4,6,3,1,0,0,0,65000,6,-1,1,1,0,1,-1,50000,1,1,50,60,70,50,60,50,50,50,60,25000,1,0,0,1,0 ,0,1
1,1,27,1,35,0,1,2,0,0,0,100,0,1,1,2,1,3,6,1,0,0,0,40000,4,0,1,0,0,1,-1,40000,0,0,50,50,20,30,30,50,60,70,50,30000,2,0,0,3,0 ,0,1
0,1,26,0,73,0,1,1,48000,1,2,89,1,3,1,3,6,6,5,1,1,0,0,50000,2,0,1,0,0,1,0,50000,1,1,90,90,90,80,80,80,80,90,80,0,1,0,0,3,0 ,0,1
0,1,27,0,65,0,1,2,26000,1,2,73,1,3,1,2,4,3,1,1,1,0,0,40000,3,-1,2,0,0,1,-1,42000,1,1,60,70,30,10,20,10,5,50,60,16000,1,0,0,3,0 ,0,3
1,1,25,1,56,0,0,1,30000,0,0,120,1,1,1,2,5,6,3,0,0,0,0,120000,2,0,2,1,0,1,0,50000,1,1,90,90,80,80,70,70,90,80,90,80000,1,0,0,1,0 ,0,1
1,0,24,0,59,0,1,1,20000,1,2,90,1,2,1,2,7,10,2,1,1,0,0,30000,2,1,1,0,0,1,0,30000,1,1,70,60,80,80,80,80,80,70,80,10000,1,0,0,1,0 ,0,1
1,0,25,0,44,0,1,1,10000,0,0,200,0,4,1,2,1,3,1,1,1,0,0,20000,4,0,1,0,0,1,0,20000,1,0,80,85,90,86,88,89,95,94,93,10000,1,0,0,1,0 ,0,1
0,0,27,0,63,0,1,1,0,0,0,130,1,1,1,4,5,6,3,1,0,0,0,50000,4,0,1,0,0,1,0,40000,1,1,65,70,70,65,60,70,65,70,60,0,1,0,0,1,0 ,0,1
1,1,27,0,40,0,1,1,10000,0,0,130,1,2,1,3,3,5,5,1,0,0,0,20000,6,0,1,0,0,1,0,50000,1,0,100,80,60,80,70,80,60,80,70,10000,1,0,2,3,0 ,0,1
0,1,27,1,29,0,1,1,40000,0,1,300,1,1,1,2,7,8,4,1,0,0,0,100000,9,1,1,1,0,1,0,60000,1,0,60,70,70,80,70,75,80,70,70,20000,1,0,1,4,0 ,0,4
1,1,24,1,41,0,1,1,0,0,0,125,1,1,1,2,6,6,6,1,0,0,0,20000,4,0,1,1,0,1,0,50000,1,1,100,100,100,100,100,100,100,100,100,20000,1,0,0,1,0 ,0,1
0,1,27,1,48,0,1,1,6000,0,0,300,1,1,1,2,5,5,3,1,1,0,0,20000,2,-1,1,0,0,1,-1,10000,1,1,60,70,75,70,70,70,60,75,60,15000,1,0,2,3,0 ,0,1
1,0,28,1,62,0,0,1,0,0,0,150,1,1,1,0,1,1,1,1,1,0,0,2500,2,0,1,0,0,1,-1,3000,1,1,80,75,85,80,75,80,85,80,75,0,1,0,0,1,0 ,0,1
0,1,26,1,72,0,1,1,24000,0,0,70,0,2,1,3,5,5,4,1,1,0,0,60000,2,0,1,0,0,1,0,60000,0,0,79,79,60,80,60,70,60,80,80,36000,1,0,0,1,0 ,0,1
1,1,25,0,43,0,1,1,30000,0,0,110,1,1,1,2,5,6,2,0,0,1,1,30000,3,0,1,0,0,1,0,100000,1,1,70,80,90,95,98,50,85,90,98,0,1,0,0,1,0 ,0,1
0,0,25,0,63,0,1,1,1000,0,0,70,0,0,1,2,1,1,1,1,1,0,0,3000,2,0,1,0,0,1,-1,5000,1,1,100,70,100,100,100,100,100,80,100,0,1,0,0,0,0 ,0,1
0,0,24,1,42,0,1,1,10000,0,0,180,1,2,1,2,5,8,3,1,1,0,0,40000,3,0,1,1,0,1,0,30000,1,1,75,80,78,80,80,80,78,80,80,30000,1,0,0,1,0 ,0,1
0,1,27,0,28,0,0,1,20000,0,0,400,1,3,1,1,5,8,3,1,1,1,0,70000,3,0,2,0,0,1,0,40000,1,1,80,80,100,100,80,100,100,100,100,10000,1,0,0,1,0 ,0,1
1,1,25,1,55,0,1,1,10000,0,0,150,1,1,1,2,5,5,1,1,1,0,0,30000,4,0,1,0,0,1,0,100000,1,1,100,94,90,90,70,80,78,87,90,9000,1,0,0,1,0 ,0,1
1,1,26,0,72,0,1,1,20000,0,0,70,1,4,1,4,6,7,5,1,1,0,0,100000,2,1,3,0,0,1,1,30000,1,1,100,100,100,100,80,90,80,80,80,30000,1,0,0,0,0 ,0,1
0,0,26,1,66,0,1,1,5000,0,0,361,1,3,1,3,6,6,5,1,1,1,0,70000,2,0,1,0,0,1,-1,60000,1,0,90,80,80,90,80,80,80,80,80,56000,1,0,0,1,0 ,0,1
1,1,25,0,23,0,1,1,170000,0,0,200,1,3,1,2,5,6,3,1,0,0,0,200000,5,1,2,1,0,1,0,100000,1,1,90,80,80,90,80,80,90,90,90,0,1,0,0,4,0 ,0,4
0,1,27,0,52,0,1,2,0,1,2,130,1,3,1,1,6,8,3,1,1,0,0,140000,3,1,3,1,0,1,0,100000,1,1,60,65,70,70,70,80,80,80,78,0,2,0,2,3,0 ,0,3
0,1,25,0,54,0,1,1,50000,0,0,110,1,2,1,1,5,6,4,1,0,0,0,80000,4,0,2,1,0,1,0,50000,1,1,90,85,95,80,90,95,60,90,95,0,1,0,0,1,0 ,0,1
0,1,27,0,26,0,1,1,25000,0,1,90,1,3,1,2,1,4,1,1,1,0,0,60000,2,0,2,0,0,1,-1,100000,0,1,80,75,70,70,60,70,80,80,75,20000,1,0,0,3,0 ,0,3
1,1,25,1,62,0,1,1,10000,0,0,114,1,3,1,2,5,5,2,0,0,1,0,20000,2,0,1,0,0,2,0,10000,1,0,90,75,80,90,90,85,80,85,90,10000,1,0,0,1,0 ,0,1
0,1,26,0,65,0,1,1,0,1,2,60,1,3,1,2,6,6,5,1,1,0,0,40000,2,0,1,0,0,1,0,40000,1,1,80,80,80,70,70,70,60,70,70,0,1,0,0,1,0 ,0,1
1,1,26,0,42,0,1,2,100000,1,2,100,1,2,1,2,5,6,5,1,1,1,1,100000,3,1,1,1,0,1,0,100000,0,0,80,70,60,87,90,68,70,80,90,0,2,0,2,3,1 ,2,5
1,0,28,0,28,0,1,1,10000,0,0,130,1,2,1,1,5,6,5,1,0,1,0,60000,6,0,2,0,0,1,0,50000,1,1,70,80,70,70,70,70,80,80,80,0,1,0,0,1,0 ,0,1
1,1,27,0,55,0,1,1,0,0,0,60,1,2,1,2,4,5,1,1,1,0,0,26400,2,0,1,0,0,1,0,4000,1,0,60,60,50,40,50,60,60,70,70,26400,1,0,0,1,0 ,0,1
0,1,25,1,41,0,1,2,40000,0,0,110,1,1,1,2,5,7,3,1,1,0,0,100000,3,0,1,1,0,1,0,100000,1,0,80,60,70,70,60,70,70,60,60,50000,2,0,2,1,0 ,0,1
0,0,25,1,53,0,1,1,5000,0,0,100,1,0,1,2,2,1,3,1,0,0,0,20000,3,0,1,0,0,1,-1,20000,1,1,70,50,50,60,60,60,50,60,70,15000,1,0,0,1,0 ,0,0
0,0,24,1,69,1,0,1,0,0,0,100,1,1,1,2,5,5,3,1,1,0,0,39300,2,1,1,0,0,1,1,50000,1,1,85,85,85,85,85,85,85,85,85,0,1,0,0,2,0 ,0,1
1,1,25,1,43,0,1,1,3000,0,0,100,1,0,1,2,6,6,6,1,1,0,0,50000,4,0,1,1,0,1,0,60000,1,1,95,80,90,90,90,80,95,80,90,20000,1,0,2,1,0 ,0,1
1,1,24,0,31,0,1,1,30000,0,0,160,1,0,1,10,1,4,1,1,1,0,0,60000,3,0,1,0,0,1,0,60000,0,1,100,80,100,80,90,80,70,70,70,30000,1,0,2,2,0 ,0,1
0,1,25,0,59,0,1,1,10000,0,0,200,0,0,1,2,5,7,5,1,1,0,0,30000,5,0,1,1,0,1,0,50000,1,1,75,50,45,60,20,80,50,20,100,0,1,0,0,1,0 ,0,1
1,0,25,1,49,0,1,1,10000,0,0,300,1,0,1,2,6,8,3,1,1,0,0,50000,2,0,2,0,0,1,-1,2000,1,1,100,100,100,100,100,100,100,100,100,30000,1,0,0,1,0 ,0,1
1,1,26,1,67,1,1,1,0,0,0,40,1,3,1,2,3,3,2,1,0,0,0,24000,2,-1,1,0,0,1,-1,50000,0,0,70,70,60,70,60,60,60,70,60,24000,1,0,0,1,0 ,0,1
1,1,26,0,46,0,1,1,50000,0,0,100,1,2,1,2,6,6,4,1,0,0,0,80000,3,0,1,1,0,1,0,80000,1,0,80,70,70,80,70,60,80,70,80,30000,1,0,0,3,0 ,0,1
1,0,28,1,31,0,1,1,24000,0,0,196,1,3,1,2,7,8,5,1,1,1,0,60000,3,0,0,1,0,1,0,100000,1,0,80,80,90,70,80,80,85,80,80,36000,1,0,0,3,0 ,0,3
0,0,28,0,68,0,1,1,10000,0,0,84,1,2,1,2,4,4,1,0,1,0,0,15000,2,0,1,0,0,1,0,20000,1,1,80,70,70,80,80,80,80,80,80,2000,1,0,0,3,0 ,0,1
0,1,25,0,67,0,1,1,60000,1,2,160,1,1,1,2,5,5,5,1,1,0,0,70000,2,0,1,0,0,1,0,120000,1,1,80,80,90,80,80,90,80,70,70,10000,1,0,0,1,0 ,0,1
1,0,24,1,42,0,1,1,30000,0,0,75,1,4,1,2,5,9,2,1,0,0,0,30000,2,0,1,1,0,1,0,100000,1,0,80,80,80,80,80,80,80,80,80,15000,1,0,0,1,0 ,0,1
0,0,26,0,49,0,1,1,20000,0,0,120,1,3,1,2,4,4,3,1,0,0,0,35000,5,0,2,0,0,1,0,60000,1,1,90,80,80,80,70,70,70,80,80,0,1,0,0,1,0 ,0,1
0,1,26,0,55,0,1,1,50000,0,0,80,1,1,0,2,4,5,3,1,1,1,1,70000,2,0,1,0,0,1,0,120000,0,0,90,80,90,80,80,89,79,89,80,20000,1,0,0,1,0 ,0,1
1,1,27,1,32,0,1,1,25000,0,1,62,1,2,1,2,4,5,2,1,1,0,0,85000,3,0,1,1,0,1,0,5000,0,1,50,60,70,50,60,60,60,60,70,60000,1,0,0,1,0 ,0,0
0,1,27,0,61,0,1,1,0,0,0,80,1,1,1,2,4,4,3,1,1,0,0,50000,2,0,1,0,0,1,-1,65000,1,1,82,77,70,70,70,80,90,90,90,0,1,0,0,1,0 ,0,1
0,0,24,1,78,0,1,1,0,0,0,50,0,3,1,5,5,5,3,0,0,0,0,1800,2,0,1,0,0,1,0,500,1,1,80,80,80,80,80,80,80,80,80,0,1,0,0,1,0 ,0,0
0,0,25,1,40,0,1,1,10000,0,0,80,1,4,1,2,5,6,2,1,1,0,0,30000,2,-1,1,0,0,1,-1,30000,1,1,100,100,100,100,100,100,100,100,100,10000,1,0,0,1,0 ,0,0
0,1,27,1,28,0,1,3,50000,1,2,110,1,1,1,1,6,7,6,1,1,0,0,100000,2,0,0,0,0,1,0,80000,0,1,50,50,60,60,55,65,65,60,70,50000,3,0,0,4,0 ,0,0
0,1,27,1,81,0,0,1,0,0,0,60,1,0,1,4,5,5,2,1,1,0,0,15000,2,0,1,0,0,1,0,30000,1,1,80,80,70,80,80,70,80,70,70,15000,1,0,0,1,0 ,0,1
0,1,27,1,27,0,1,2,40000,0,0,96,1,2,1,2,7,5,7,1,1,0,0,80000,2,0,2,1,0,1,1,80000,1,1,60,50,70,60,70,70,60,60,70,40000,2,0,0,3,0 ,0,3
0,1,27,0,39,0,1,2,40000,1,1,120,1,2,1,2,3,3,1,1,1,0,0,50000,3,0,1,0,0,1,0,100000,0,1,80,60,70,80,70,80,70,70,70,10000,1,0,0,1,0 ,0,1
1,0,28,1,28,0,1,1,25000,1,1,225,1,3,1,1,5,7,3,1,0,1,1,70000,2,0,1,1,0,1,-1,50000,1,0,90,80,80,80,80,90,90,90,90,40000,1,0,2,1,0 ,0,1
0,1,24,0,46,0,1,1,30000,0,0,200,1,3,1,2,4,5,2,1,1,0,0,30000,3,0,2,0,0,1,0,60000,1,0,80,70,80,80,80,80,75,80,80,0,1,0,2,1,0 ,0,1
0,0,25,0,58,0,1,2,20000,1,2,260,1,2,1,2,5,5,3,1,1,0,1,70000,4,0,2,1,0,1,0,30000,1,1,90,90,90,90,80,90,80,80,70,6000,1,0,2,1,0 ,0,1
0,0,24,0,61,0,1,1,0,1,2,60,0,1,1,2,5,7,3,1,1,0,0,3000,2,-1,1,0,0,1,-1,10000,1,1,80,80,80,80,80,80,80,80,80,1000,1,0,0,1,0 ,0,1
1,1,26,0,50,0,1,2,70000,0,0,90,1,2,1,2,5,6,3,1,1,1,1,90000,2,0,1,0,0,1,0,200000,0,0,90,80,89,89,89,90,79,89,70,30000,2,0,0,1,0 ,0,0
0,1,27,1,64,0,1,1,3000,0,0,75,0,1,1,2,4,5,3,1,0,0,0,6000,2,0,1,0,0,1,0,10000,1,1,80,70,70,70,70,70,70,60,60,3000,1,0,0,1,0 ,0,1
0,1,27,0,27,0,1,3,40000,1,2,70,1,3,1,2,6,8,5,1,1,0,0,80000,2,1,1,0,0,1,0,80000,1,1,90,70,60,70,60,80,70,60,80,40000,2,0,2,3,0 ,0,3
0,1,27,1,47,0,1,1,24000,0,0,145,1,3,1,2,5,7,3,1,1,1,1,62000,3,0,1,1,0,1,0,60000,1,0,60,70,50,80,60,70,60,50,80,47000,2,0,0,3,0 ,0,3
1,1,26,1,44,0,1,1,24000,0,0,50,1,0,1,2,7,8,5,0,1,0,0,50000,3,0,1,0,0,1,0,60000,1,1,80,70,70,60,60,60,60,60,70,20000,1,0,0,1,0 ,0,1
1,1,27,1,62,0,1,1,0,0,0,54.2,1,3,1,3,4,5,2,1,0,0,0,40000,2,0,1,0,0,1,0,2000,1,0,60,60,50,60,50,60,70,50,70,40000,2,0,0,1,0 ,0,1
0,0,28,0,26,0,1,2,10000,0,0,120,1,2,1,2,5,8,4,1,1,0,0,210000,3,0,2,0,0,1,1,20000,1,1,60,65,70,60,70,75,70,60,65,0,1,0,0,4,0 ,0,4
0,1,24,1,31,0,1,2,48000,0,0,90,1,1,1,2,8,9,5,1,1,0,0,100000,2,1,1,0,0,1,0,100000,1,1,80,80,80,80,80,80,80,80,80,50000,2,0,0,0,0 ,0,3
1,1,27,0,63,0,1,1,0,0,0,120,0,0,0,2,4,5,2,1,0,0,0,35000,5,-1,1,0,0,2,-1,100000,0,0,60,50,70,70,40,60,60,70,70,0,1,0,0,1,0 ,0,1
0,1,27,1,53,0,1,1,0,0,1,134,0,2,1,2,5,7,4,1,1,0,0,20000,2,0,1,0,0,1,-1,60000,0,0,80,60,70,80,60,70,70,70,70,20000,1,0,0,0,0 ,0,1
0,1,27,0,34,0,1,2,70000,0,0,200,1,3,1,2,6,8,6,0,1,0,0,100000,3,0,1,0,0,1,0,120000,0,0,80,70,30,70,30,20,50,60,80,20000,1,0,0,4,0 ,0,4
0,0,24,1,51,1,0,1,5000,0,0,70,1,3,1,2,5,6,2,1,1,0,0,5000,3,0,1,0,0,1,0,20000,1,1,100,100,90,70,80,100,100,90,100,0,1,0,0,1,0 ,0,1
1,0,24,1,33,0,1,2,30000,1,2,90,1,1,1,2,5,7,3,1,1,0,0,40000,3,0,1,1,0,1,0,70000,1,1,100,90,80,80,80,80,90,80,80,10000,1,0,0,1,0 ,0,1
0,0,24,0,30,0,1,1,40000,0,0,80,1,3,1,2,5,5,4,1,1,0,0,40000,3,0,1,0,0,1,0,100000,1,1,100,100,100,100,80,80,90,90,90,0,1,0,0,1,0 ,0,1
0,0,24,0,33,1,0,1,50000,0,0,80,1,1,1,2,5,6,1,1,1,0,0,60000,4,0,1,1,0,1,0,100000,1,1,80,80,50,50,60,80,80,70,80,0,1,0,0,1,0 ,0,1
1,1,26,0,45,0,1,3,60000,1,2,70,1,2,1,2,5,5,5,1,1,0,0,100000,3,1,2,1,0,1,1,100000,1,0,50,60,30,70,70,60,60,40,30,40000,2,0,0,1,0 ,0,1
1,0,28,1,42,0,1,1,10000,0,0,70,1,2,1,2,7,8,5,1,1,0,0,30000,3,0,1,0,0,1,0,50000,1,1,90,90,90,90,90,90,90,90,90,20000,1,0,0,3,0 ,0,3
1,1,27,0,26,0,1,2,50000,0,0,100,1,1,1,2,6,7,5,1,1,0,0,50000,3,-1,2,0,0,1,0,100000,1,0,70,70,50,50,55,70,70,70,75,0,2,1,2,3,0 ,0,3
0,0,27,1,35,0,1,1,0,0,0,110,1,2,1,2,5,6,3,1,0,0,0,20000,4,0,1,0,0,2,0,30000,1,1,90,80,70,80,70,70,80,60,70,20000,1,0,0,1,0 ,0,1
1,1,27,0,30,0,1,1,70000,0,0,97,1,2,1,2,4,6,2,1,1,0,0,100000,3,0,1,1,0,1,0,100000,1,1,70,60,60,50,60,50,50,70,70,30000,1,0,0,3,0 ,2,3
0,0,24,1,62,1,0,1,0,0,0,150,1,2,1,2,5,5,2,1,1,0,0,50000,2,1,1,0,0,1,0,25000,1,1,95,95,95,95,95,95,95,95,95,0,1,0,0,1,0 ,0,1
1,1,26,1,61,0,1,1,1000,0,0,67,1,4,1,4,6,6,5,1,0,0,0,15000,2,0,1,0,0,2,-1,20000,1,0,90,80,80,80,80,80,80,80,80,10000,1,0,2,3,0 ,0,1
0,1,27,0,29,0,1,1,70000,1,0,56,1,3,1,3,5,6,5,1,0,0,0,12000,1,0,2,0,0,1,0,500000,0,0,60,50,40,50,60,50,65,70,60,50000,2,0,0,1,0 ,0,1
0,1,25,0,78,0,1,1,0,0,0,400,1,3,1,2,6,6,3,1,1,0,0,100000,6,0,2,1,0,1,0,100000,1,0,80,85,90,92,86,84,95,93,75,0,1,0,0,1,0 ,0,1
1,1,27,0,48,0,1,1,80000,0,0,160,1,1,1,2,5,8,10,1,0,0,0,14000,3,0,1,1,0,1,1,120000,1,1,80,80,80,60,60,70,80,80,90,20000,1,0,0,3,0 ,0,1
1,0,25,0,37,0,1,1,50000,0,0,80,1,0,1,2,5,7,1,1,1,0,0,60000,3,0,2,1,0,1,0,80000,1,1,90,80,90,90,70,80,80,60,90,0,1,0,0,1,0 ,0,1
0,1,26,1,42,0,1,1,30000,0,0,70,1,3,1,2,5,5,4,1,0,0,0,40000,3,0,1,0,0,1,0,40000,0,1,80,70,80,80,70,60,70,80,80,40000,1,0,0,3,0 ,0,1
1,1,27,1,33,0,0,1,40000,0,0,70,1,2,1,2,5,7,5,1,0,0,0,80000,3,-1,0,1,0,1,-1,12000,0,0,70,50,50,70,70,50,0,30,30,40000,1,0,2,1,0 ,0,1
1,0,28,0,43,0,1,1,25000,0,0,70,1,1,1,2,3,4,1,1,0,0,0,50000,3,0,1,0,0,1,-1,50000,1,0,50,60,70,40,50,60,40,50,60,18000,1,0,0,1,0 ,0,1
0,0,28,1,61,0,1,1,20000,0,0,72,1,2,1,2,3,4,2,1,0,0,0,5000,3,-1,1,0,0,1,0,5000,1,0,80,60,80,70,70,60,70,80,80,3000,1,0,0,1,0 ,0,1
0,0,27,1,37,0,1,1,30000,0,0,120,1,2,1,2,4,5,3,1,1,0,0,70000,4,0,1,0,0,1,0,60000,1,0,80,60,70,80,60,80,70,80,70,40000,1,0,0,1,0 ,0,1
0,1,25,1,32,0,1,1,0,0,0,193,1,2,1,2,4,6,3,1,0,0,0,30000,7,-1,2,0,0,1,-1,50000,0,1,60,60,60,60,60,60,60,60,60,20000,1,0,0,1,0 ,0,1
1,1,27,1,36,0,1,1,40000,0,0,96,1,2,1,2,5,6,1,1,1,0,0,90000,5,0,1,0,0,1,0,60000,0,0,60,50,40,60,60,50,60,50,70,50000,1,0,0,1,0 ,0,1
1,1,26,1,65,0,1,1,0,0,0,70,1,2,1,2,6,6,5,1,0,0,0,36000,2,0,1,0,0,1,0,30000,1,1,90,80,70,70,80,75,70,80,80,0,2,0,0,1,0 ,0,1
0,1,27,0,49,0,1,1,50000,0,0,120,1,2,1,2,5,4,3,1,1,1,0,60000,3,0,1,0,0,1,1,100000,1,1,50,60,60,50,40,50,60,70,70,8000,1,0,0,1,0 ,0,0
0,1,27,0,38,0,1,1,30000,0,0,68,1,3,1,1,5,7,4,1,1,0,0,50000,3,0,1,0,0,1,0,50000,1,1,60,50,70,60,70,60,70,50,60,20000,1,0,0,3,0 ,0,1
0,0,26,0,67,0,1,1,0,0,0,130,1,0,1,2,4,7,3,1,1,1,1,250000,6,0,0,0,0,1,0,300000,1,1,90,98,86,98,90,80,90,90,85,0,1,0,2,1,0 ,0,1
